date,district,nh,rainfall_mm,landslide,flood,roadDamage,blocked,delayHours,source
2022-06-17,Meghalaya,NH-29,48.5,false,false,fair,false,2,IMD
2022-06-18,Tripura,NH-157,24.9,false,false,good,false,1,IMD
2022-06-18,Mizoram,NH-52,43.9,false,false,good,false,1,IMD
2022-06-26,Tripura,NH-31,85.2,true,false,poor,true,13,IMD+BRO/NHAI
2022-07-01,Meghalaya,NH-157,29.9,false,false,fair,false,0,IMD
2022-07-02,Arunachal Pradesh,NH-31,43.2,false,false,good,false,0,IMD
2022-07-02,Manipur,NH-157,49.6,false,false,good,false,2,IMD
2022-07-03,Nagaland,NH-31,15,false,false,fair,false,0,IMD
2022-07-03,Meghalaya,NH-37,34.7,false,false,fair,false,2,IMD
2022-07-05,Manipur,NH-31,48.1,false,false,fair,false,1,IMD
2022-07-07,Tripura,NH-157,26.3,false,false,good,false,1,IMD
2022-07-08,Manipur,NH-157,30.5,false,false,good,false,0,IMD
2022-07-10,Meghalaya,NH-37,23.9,false,false,good,false,0,IMD
2022-07-11,Nagaland,NH-31,12,false,false,good,false,2,IMD
2022-07-11,Mizoram,NH-31,127,false,false,fair,true,11,IMD+BRO/NHAI
2022-07-12,Mizoram,NH-52,37.5,false,false,good,false,2,IMD
2022-07-13,Assam,NH-37,35.8,false,false,fair,false,2,IMD
2022-07-15,Manipur,NH-31,10.8,false,false,good,false,0,IMD
2022-07-15,Nagaland,NH-29,35.7,false,false,good,false,0,IMD
2022-07-17,Arunachal Pradesh,NH-29,36.5,false,false,good,false,0,IMD
2022-07-18,Meghalaya,NH-31,16,false,false,good,false,1,IMD
2022-07-18,Meghalaya,NH-29,47.2,false,false,good,false,2,IMD
2022-07-19,Tripura,NH-157,16.4,true,false,poor,false,1,IMD
2022-07-20,Nagaland,NH-37,30.3,false,false,good,false,1,IMD
2022-07-21,Tripura,NH-29,17.9,false,false,good,false,2,IMD
2022-07-21,Manipur,NH-52,48.9,false,false,good,false,2,IMD
2022-07-21,Assam,NH-29,15.7,false,false,fair,false,0,IMD
2022-07-21,Arunachal Pradesh,NH-157,48.2,false,false,fair,false,1,IMD
2022-07-22,Tripura,NH-31,46.8,true,false,poor,false,1,IMD
2022-07-22,Manipur,NH-52,20.2,false,false,good,false,1,IMD
2022-07-22,Meghalaya,NH-157,14.8,false,false,fair,false,2,IMD
2022-07-23,Assam,NH-29,10.8,false,false,fair,false,0,IMD
2022-07-26,Meghalaya,NH-52,133,false,false,good,true,16,IMD+BRO/NHAI
2022-07-26,Assam,NH-31,16.3,false,false,good,false,0,IMD
2022-07-27,Meghalaya,NH-29,46.3,false,false,fair,false,2,IMD
2022-07-28,Meghalaya,NH-52,19.9,false,false,good,false,2,IMD
2022-08-02,Mizoram,NH-52,10.5,false,false,good,false,0,IMD
2022-08-03,Tripura,NH-37,45.3,false,false,good,false,1,IMD
2022-08-05,Manipur,NH-52,10.1,false,false,good,false,2,IMD
2022-08-06,Meghalaya,NH-31,21.4,false,false,good,false,1,IMD
2022-08-09,Nagaland,NH-157,137.2,true,false,poor,true,16,IMD+BRO/NHAI
2022-08-09,Manipur,NH-29,20.6,false,false,good,false,1,IMD
2022-08-09,Mizoram,NH-31,40.9,false,false,fair,false,2,IMD
2022-08-09,Mizoram,NH-52,43.3,false,false,good,false,0,IMD
2022-08-11,Mizoram,NH-52,42.5,false,false,good,false,0,IMD
2022-08-12,Arunachal Pradesh,NH-157,40.5,false,false,good,false,2,IMD
2022-08-13,Assam,NH-31,49.7,true,false,poor,false,2,IMD
2022-08-14,Tripura,NH-31,88.6,true,false,poor,true,17,IMD+BRO/NHAI
2022-08-16,Manipur,NH-52,44.8,false,false,fair,false,2,IMD
2022-08-18,Mizoram,NH-31,17.9,false,false,fair,false,0,IMD
2022-08-19,Nagaland,NH-29,40.5,false,false,good,false,1,IMD
2022-08-21,Arunachal Pradesh,NH-37,27.3,false,false,good,false,1,IMD
2022-08-21,Arunachal Pradesh,NH-31,36,false,false,fair,false,0,IMD
2022-08-22,Assam,NH-29,105.5,true,true,poor,true,10,IMD+BRO/NHAI
2022-08-26,Meghalaya,NH-31,22.6,false,false,fair,false,0,IMD
2022-08-27,Manipur,NH-29,31.6,false,false,good,false,2,IMD
2022-09-01,Meghalaya,NH-37,21.4,false,false,good,false,1,IMD
2022-09-02,Assam,NH-29,44.9,false,false,good,false,1,IMD
2022-09-02,Tripura,NH-29,22.4,true,false,fair,false,0,IMD
2022-09-05,Meghalaya,NH-37,138,false,false,good,true,6,IMD+BRO/NHAI
2022-09-07,Arunachal Pradesh,NH-37,36.1,false,false,good,false,1,IMD
2022-09-07,Arunachal Pradesh,NH-52,13.7,false,false,good,false,1,IMD
2022-09-11,Assam,NH-52,35.4,false,false,good,false,0,IMD
2022-09-12,Mizoram,NH-52,43.2,false,false,good,false,1,IMD
2022-09-16,Manipur,NH-31,112.5,false,false,good,true,14,IMD+BRO/NHAI
2022-09-20,Tripura,NH-37,18.2,false,false,good,false,1,IMD
2022-09-21,Meghalaya,NH-31,20.3,false,false,fair,false,1,IMD
2022-09-25,Nagaland,NH-52,49,false,false,good,false,2,IMD
2022-09-26,Arunachal Pradesh,NH-31,86,true,false,poor,true,10,IMD+BRO/NHAI
2023-05-02,Mizoram,NH-31,16.7,false,false,good,false,1,IMD
2023-05-02,Mizoram,NH-37,114.4,true,false,poor,true,6,IMD+BRO/NHAI
2023-05-03,Meghalaya,NH-29,113,false,false,good,true,14,IMD+BRO/NHAI
2023-05-03,Arunachal Pradesh,NH-29,38.8,false,false,fair,false,2,IMD
2023-05-05,Manipur,NH-31,26.9,false,false,good,false,2,IMD
2023-05-06,Meghalaya,NH-31,23.8,false,false,good,false,1,IMD
2023-05-08,Nagaland,NH-157,37.5,false,false,fair,false,2,IMD
2023-05-10,Tripura,NH-29,36.1,false,false,good,false,1,IMD
2023-05-11,Manipur,NH-157,22.6,false,false,fair,false,0,IMD
2023-05-11,Mizoram,NH-157,26,false,false,good,false,2,IMD
2023-05-14,Nagaland,NH-31,46.2,false,false,fair,false,2,IMD
2023-05-15,Arunachal Pradesh,NH-29,44.9,false,false,fair,false,2,IMD
2023-05-18,Mizoram,NH-52,20.1,false,false,fair,false,2,IMD
2023-05-20,Arunachal Pradesh,NH-31,46.6,false,false,good,false,1,IMD
2023-05-22,Manipur,NH-29,97.5,true,false,poor,true,12,IMD+BRO/NHAI
2023-05-25,Tripura,NH-37,12.8,false,false,good,false,1,IMD
2023-05-28,Manipur,NH-31,119.4,true,false,poor,true,16,IMD+BRO/NHAI
2023-06-04,Tripura,NH-37,43.1,false,false,good,false,0,IMD
2023-06-05,Nagaland,NH-29,38.9,false,false,good,false,1,IMD
2023-06-06,Assam,NH-37,16,false,false,good,false,2,IMD
2023-06-09,Arunachal Pradesh,NH-37,23.1,false,false,good,false,0,IMD
2023-06-11,Assam,NH-29,34.3,false,false,good,false,1,IMD
2023-06-13,Tripura,NH-37,94.8,true,false,poor,true,9,IMD+BRO/NHAI
2023-06-17,Tripura,NH-52,38.1,false,false,good,false,1,IMD
2023-06-21,Arunachal Pradesh,NH-29,47,false,false,good,false,0,IMD
2023-06-22,Tripura,NH-37,103.3,true,false,poor,true,8,IMD+BRO/NHAI
2023-06-23,Mizoram,NH-31,97.3,true,false,poor,true,13,IMD+BRO/NHAI
2023-06-24,Arunachal Pradesh,NH-157,33.2,false,false,good,false,2,IMD
2023-07-04,Nagaland,NH-31,116.5,true,false,poor,true,10,IMD+BRO/NHAI
2023-07-05,Mizoram,NH-52,48.8,false,false,fair,false,1,IMD
2023-07-05,Mizoram,NH-31,26,false,false,good,false,0,IMD
2023-07-05,Manipur,NH-31,15.3,false,false,good,false,1,IMD
2023-07-11,Assam,NH-31,21.5,true,false,poor,false,2,IMD
2023-07-12,Mizoram,NH-52,128.3,true,false,poor,true,9,IMD+BRO/NHAI
2023-07-12,Mizoram,NH-29,43.2,true,false,poor,false,1,IMD
2023-07-13,Tripura,NH-52,15.3,false,false,fair,false,2,IMD
2023-07-15,Mizoram,NH-29,26.8,false,false,good,false,1,IMD
2023-07-17,Mizoram,NH-52,29.8,false,false,good,false,0,IMD
2023-07-20,Assam,NH-31,22,false,false,good,false,0,IMD
2023-07-23,Assam,NH-157,46.8,false,false,good,false,0,IMD
2023-07-23,Arunachal Pradesh,NH-157,10,false,false,good,false,0,IMD
2023-07-24,Manipur,NH-52,18.5,false,false,good,false,1,IMD
2023-07-24,Nagaland,NH-157,40,false,false,good,false,1,IMD
2023-07-24,Arunachal Pradesh,NH-157,13.2,false,false,good,false,1,IMD
2023-07-25,Assam,NH-29,40.7,false,false,good,false,1,IMD
2023-07-27,Manipur,NH-37,32,false,false,good,false,1,IMD
2023-07-28,Meghalaya,NH-52,12.2,false,false,good,false,1,IMD
2023-08-01,Tripura,NH-29,85.5,false,false,good,false,2,IMD+BRO/NHAI
2023-08-02,Meghalaya,NH-52,24.4,false,false,fair,false,1,IMD
2023-08-02,Nagaland,NH-31,49,false,false,fair,false,1,IMD
2023-08-02,Tripura,NH-157,34.6,false,false,good,false,0,IMD
2023-08-03,Meghalaya,NH-52,32.7,false,false,good,false,2,IMD
2023-08-04,Assam,NH-157,38.7,false,false,good,false,0,IMD
2023-08-05,Tripura,NH-31,18.3,false,false,good,false,2,IMD
2023-08-07,Manipur,NH-31,27.8,true,false,poor,false,1,IMD
2023-08-11,Nagaland,NH-52,124.8,true,false,poor,true,16,IMD+BRO/NHAI
2023-08-11,Tripura,NH-31,31.7,false,false,fair,false,1,IMD
2023-08-18,Nagaland,NH-157,42.6,false,false,good,false,1,IMD
2023-08-22,Mizoram,NH-31,10.5,false,false,good,false,0,IMD
2023-08-25,Tripura,NH-31,102.9,false,false,good,true,13,IMD+BRO/NHAI
2023-08-26,Tripura,NH-31,45,false,false,good,false,2,IMD
2023-08-27,Nagaland,NH-157,45.8,false,false,fair,false,2,IMD
2023-08-27,Manipur,NH-37,48.7,false,false,good,false,1,IMD
2023-08-28,Tripura,NH-52,104.3,false,false,good,true,17,IMD+BRO/NHAI
2023-08-28,Mizoram,NH-52,13.4,false,false,good,false,1,IMD
2023-09-07,Arunachal Pradesh,NH-29,124,true,false,fair,true,15,IMD+BRO/NHAI
2023-09-07,Mizoram,NH-52,14.2,false,false,good,false,0,IMD
2023-09-10,Manipur,NH-52,25.3,false,false,fair,false,1,IMD
2023-09-11,Mizoram,NH-29,41,false,false,fair,false,1,IMD
2023-09-12,Manipur,NH-31,13.6,false,false,good,false,2,IMD
2023-09-14,Meghalaya,NH-37,12.1,false,false,good,false,0,IMD
2023-09-19,Manipur,NH-37,36,false,false,good,false,2,IMD
2023-09-19,Manipur,NH-29,29.8,false,false,good,false,0,IMD
2023-09-20,Arunachal Pradesh,NH-157,16.3,false,false,good,false,0,IMD
2023-09-20,Manipur,NH-157,40.5,false,false,good,false,0,IMD
2023-09-21,Nagaland,NH-31,11.1,false,false,good,false,2,IMD
2023-09-23,Nagaland,NH-52,34.6,false,false,good,false,0,IMD
2023-09-23,Manipur,NH-31,20.5,false,false,fair,false,1,IMD
2023-09-24,Mizoram,NH-31,105.8,false,false,good,true,7,IMD+BRO/NHAI
2023-09-25,Nagaland,NH-29,15.2,false,false,good,false,2,IMD
2023-09-28,Arunachal Pradesh,NH-157,20,false,false,fair,false,2,IMD
2024-05-01,Arunachal Pradesh,NH-157,14.8,false,false,good,false,0,IMD
2024-05-02,Manipur,NH-157,30.8,false,false,good,false,2,IMD
2024-05-03,Nagaland,NH-52,36.1,false,false,good,false,1,IMD
2024-05-03,Nagaland,NH-37,18.1,false,false,good,false,1,IMD
2024-05-10,Manipur,NH-31,22.8,false,false,good,false,0,IMD
2024-05-14,Meghalaya,NH-29,41.1,false,false,good,false,2,IMD
2024-05-14,Manipur,NH-37,10.1,false,false,good,false,0,IMD
2024-05-15,Arunachal Pradesh,NH-37,29.2,false,false,good,false,2,IMD
2024-05-17,Meghalaya,NH-157,29.2,false,false,good,false,0,IMD
2024-05-18,Nagaland,NH-52,135.1,false,false,good,true,13,IMD+BRO/NHAI
2024-05-22,Nagaland,NH-157,45.2,false,false,fair,false,2,IMD
2024-05-23,Tripura,NH-29,18.5,false,false,fair,false,1,IMD
2024-05-23,Mizoram,NH-37,46.6,true,false,poor,false,0,IMD
2024-05-25,Mizoram,NH-37,16,false,false,fair,false,0,IMD
2024-06-08,Arunachal Pradesh,NH-37,33.2,false,false,fair,false,2,IMD
2024-06-10,Arunachal Pradesh,NH-29,20.6,false,false,good,false,2,IMD
2024-06-10,Arunachal Pradesh,NH-31,43.9,false,false,fair,false,0,IMD
2024-06-14,Arunachal Pradesh,NH-31,116.4,true,false,poor,true,15,IMD+BRO/NHAI
2024-06-15,Meghalaya,NH-52,21.3,false,false,good,false,2,IMD
2024-06-16,Mizoram,NH-157,13.7,false,false,good,false,1,IMD
2024-06-20,Tripura,NH-31,123.5,true,false,poor,true,8,IMD+BRO/NHAI
2024-06-23,Arunachal Pradesh,NH-52,45.2,false,false,good,false,2,IMD
2024-06-25,Nagaland,NH-37,47.8,false,false,good,false,2,IMD
2024-07-02,Tripura,NH-31,37.4,false,false,good,false,0,IMD
2024-07-05,Arunachal Pradesh,NH-52,39.4,false,false,good,false,0,IMD
2024-07-06,Arunachal Pradesh,NH-37,20.3,true,false,fair,false,2,IMD
2024-07-10,Nagaland,NH-157,49.6,true,false,poor,false,2,IMD
2024-07-15,Manipur,NH-37,14.6,true,false,poor,false,0,IMD
2024-07-21,Manipur,NH-52,123.2,true,false,poor,true,6,IMD+BRO/NHAI
2024-07-22,Nagaland,NH-52,20.8,false,false,fair,false,0,IMD
2024-07-26,Nagaland,NH-31,13.8,false,false,fair,false,1,IMD
2024-07-28,Nagaland,NH-52,18.9,true,false,poor,false,1,IMD
2024-08-01,Nagaland,NH-29,16.3,false,false,good,false,0,IMD
2024-08-02,Assam,NH-157,38,false,false,good,false,0,IMD
2024-08-04,Assam,NH-37,35.6,false,false,good,false,0,IMD
2024-08-06,Manipur,NH-29,16.6,true,false,fair,false,2,IMD
2024-08-09,Assam,NH-29,27.3,false,false,good,false,1,IMD
2024-08-09,Assam,NH-29,36.2,false,false,good,false,2,IMD
2024-08-09,Arunachal Pradesh,NH-29,95.3,true,false,poor,true,15,IMD+BRO/NHAI
2024-08-14,Manipur,NH-37,14.3,false,false,good,false,2,IMD
2024-08-17,Mizoram,NH-157,23.3,false,false,fair,false,0,IMD
2024-08-18,Assam,NH-37,49,false,false,fair,false,2,IMD
2024-08-18,Manipur,NH-157,114.1,false,false,good,true,10,IMD+BRO/NHAI
2024-08-21,Arunachal Pradesh,NH-29,36.3,false,false,good,false,1,IMD
2024-08-21,Arunachal Pradesh,NH-29,23.1,false,false,good,false,1,IMD
2024-08-22,Tripura,NH-29,119.9,false,false,fair,true,8,IMD+BRO/NHAI
2024-08-27,Assam,NH-157,39.1,false,false,good,false,2,IMD
2024-09-02,Manipur,NH-37,36.9,false,false,good,false,0,IMD
2024-09-06,Manipur,NH-157,13.3,false,false,fair,false,1,IMD
2024-09-09,Mizoram,NH-37,38.7,false,false,fair,false,0,IMD
2024-09-10,Meghalaya,NH-29,37.9,false,false,good,false,2,IMD
2024-09-10,Nagaland,NH-29,119.4,true,false,poor,true,15,IMD+BRO/NHAI
2024-09-11,Arunachal Pradesh,NH-31,31.1,false,false,good,false,1,IMD
2024-09-14,Meghalaya,NH-157,43.6,false,false,fair,false,1,IMD
2024-09-14,Arunachal Pradesh,NH-157,20.6,false,false,fair,false,1,IMD
2024-09-15,Tripura,NH-157,82.9,true,false,poor,true,12,IMD+BRO/NHAI
2024-09-16,Tripura,NH-29,43.7,false,false,good,false,2,IMD
2024-09-17,Mizoram,NH-157,32.9,false,false,good,false,1,IMD
2024-09-18,Manipur,NH-52,48.1,false,false,good,false,2,IMD
2024-09-18,Nagaland,NH-157,14.9,false,false,fair,false,0,IMD
2024-09-18,Manipur,NH-29,49.6,false,false,good,false,2,IMD
2024-09-20,Assam,NH-31,125,true,false,fair,true,14,IMD+BRO/NHAI
2024-09-22,Meghalaya,NH-157,20.2,false,false,fair,false,1,IMD
2024-09-24,Arunachal Pradesh,NH-157,22.2,false,false,good,false,2,IMD
2024-09-25,Mizoram,NH-157,49.8,false,false,fair,false,1,IMD
